experiment,task,status,started_at,finished_at,language,model,tooling,prompt,replicate,code_quality,test_coverage,defect_rate,maintainability,idiomatic,token_efficiency,requirement_coverage,duration_seconds,tokens,cost_usd,turns
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:30:42.602422,2026-06-11 14:30:42.602437,python,opus-4.8-fast,,TDD,2,0.6666666666666666,0.93,0.0,0.7495507760821769,0.82,0.006364772109568616,1.0,884.2434297919972,4273523.0,8.787083,66.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:36:03.425081,2026-06-11 14:36:03.425100,go,sonnet,,neutral,3,1.0,0.841,1.0,0.5137008915523803,0.78,0.006954638147334321,1.0,1143.2366706249886,5768812.0,3.3088972000000005,77.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:37:22.468673,2026-06-11 14:37:22.468683,go,opus-4.8-fast,,neutral,2,1.0,0.6485,1.0,0.49769108180819094,0.88,0.0067076783700250045,1.0,1214.2138587500085,6556665.0,13.208965999999997,79.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:43:10.236244,2026-06-11 14:43:10.236257,python,sonnet,,neutral,3,0.6666666666666666,1.0,0.41696113074204955,0.6405187785355276,0.7,0.014562234641097651,1.0,410.8210566249909,1480542.0,1.1049868,37.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:43:35.578354,2026-06-11 14:43:35.578366,python,opus-4.8-fast,,ATDD,2,0.6666666666666666,0.46,0.9229287090558767,0.7956490282544056,0.72,0.010384777348789757,1.0,754.4524651250103,2904251.0,6.947752000000002,47.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:45:31.772986,2026-06-11 14:45:31.772999,go,sonnet,,ATDD,3,1.0,0.77,1.0,0.45958959925246146,0.76,0.05996660088052225,1.0,1062.1285462920205,500612.0,2.125372650000001,14.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 14:56:53.702958,2026-06-11 14:56:53.702967,go,opus-4.8-fast,,ATDD,2,1.0,0.3213333333333333,1.0,0.6693555404103915,0.88,0.007844925813536113,1.0,1156.381799832976,5200814.0,11.370024999999995,60.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:02:35.534984,2026-06-11 15:02:35.534991,python,opus-4.8-fast,,neutral,3,0.6666666666666666,0.92,1.0,0.28804511891980517,0.68,1.0,1.0,1145.2775922919973,5183707.0,11.181095999999998,65.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:04:43.253302,2026-06-11 15:04:43.253310,go,opus-4.8-fast,,TDD,3,1.0,0.5663333333333334,1.0,0.7919436860917389,0.86,0.00558476735222933,1.0,1134.6499984170077,7699515.0,14.630122999999992,87.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:06:02.377223,2026-06-11 15:06:02.377234,go,opus-4.8-fast,,neutral,3,1.0,0.4053333333333334,1.0,0.5947261570150536,0.87,0.0057036490516579165,1.0,1336.0753026670427,7244485.0,14.574409999999993,80.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:06:33.214246,2026-06-11 15:06:33.214259,python,sonnet,,ATDD,2,0.6666666666666666,1.0,0.2768361581920904,0.7348771923457494,0.68,0.00848980300834324,1.0,564.7110083340085,1842210.0,1.4251494000000002,38.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:11:31.109534,2026-06-11 15:11:31.109550,python,sonnet,,TDD,3,0.6666666666666666,1.0,0.845708775313404,0.8459587597307016,0.82,0.01538696372864637,1.0,310.91744554095203,1303701.0,0.9296962,32.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:20:23.275439,2026-06-11 15:20:23.275451,python,opus-4.8-fast,,neutral,2,0.6666666666666666,1.0,0.9748743718592965,0.5559553555008577,0.88,0.008285863387240045,1.0,812.1119034590083,3635107.0,8.350764,55.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:23:54.027990,2026-06-11 15:23:54.027996,python,opus-4.8-fast,,TDD,3,0.6666666666666666,0.95,0.0,0.8066433616650986,0.2,0.003989374879112289,1.0,1260.56666266697,7770641.0,15.148574000000002,98.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:24:21.179666,2026-06-11 15:24:21.179678,python,sonnet,,ATDD,3,0.6666666666666666,1.0,0.9626517273576097,0.6311355311355311,0.76,0.008988494173183249,1.0,755.6214705840102,2164990.0,1.7971499000000002,50.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:27:37.941988,2026-06-11 15:27:37.942002,go,opus-4.8-fast,,ATDD,3,1.0,0.8370000000000001,1.0,0.5887733332390159,0.88,0.005411055196008594,1.0,1359.6918091670377,7702749.0,15.610839999999996,73.0
experiment-13,brazil-soccer-mcp,completed,2026-06-11 15:37:01.207891,2026-06-11 15:37:01.207904,python,opus-4.8-fast,,ATDD,3,0.6666666666666666,0.93,0.3870402802101576,0.6659284323062206,0.45,0.006835527382318515,1.0,772.2194450419629,3133628.0,7.863564,47.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 21:30:44.875129,2026-04-13 21:30:44.875133,python,sonnet,none,BDD,1,0.6666666666666666,0.96,0.9052880820836622,0.5662004662004662,0.77,0.027652169364989307,0.9166666666666666,328.88201376800134,879497.0,0.7158078,
experiment-2,brazil-soccer-mcp,failed,2026-04-13 22:26:18.751270,2026-04-13 22:26:18.751275,java,sonnet,none,BDD,1,1.0,1.0,1.0,0.525269582913451,0.78,0.00859071211472288,,779.6715932029983,4013637.0,2.3117434,61.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:42:13.563541,2026-04-13 22:42:13.563545,python,opus,none,BDD,1,0.6666666666666666,0.8,0.9644128113879004,0.46592099352156785,0.79,0.018798934038465512,1.0,149.28589630200076,580884.0,0.7255997500000001,16.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:45:38.269662,2026-04-13 22:45:38.269667,python,opus,beads,BDD,1,0.6666666666666666,0.85,0.6802325581395349,0.6171392318233078,0.68,0.008293465635028448,1.0,348.7832363519992,1625376.0,1.7258697499999998,44.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:45:51.174118,2026-04-13 22:45:51.174123,typescript,sonnet,beads,BDD,1,0.7333333333333334,1.0,1.0,0.5778966807228157,0.67,0.5,1.0,361.8989301319998,1556688.0,0.9246295499999999,43.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:47:33.312889,2026-04-13 22:47:33.312894,typescript,opus,none,BDD,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.52346417399895,919663.0,1.0130405,23.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:48:01.050259,2026-04-13 22:48:01.050264,python,sonnet,beads,BDD,1,0.6666666666666666,0.97,0.8486281929990539,0.6137523413766508,0.76,0.009394957188135673,1.0,482.76138146499943,2113900.0,1.2469279500000001,49.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:49:18.762188,2026-04-13 22:49:18.762193,rust,opus,none,BDD,1,0.8333333333333334,1.0,0.9758162031438936,0.49483490717138084,0.78,0.5,0.8333,174.66953853800078,593895.0,0.8660215000000001,16.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:52:04.433498,2026-04-13 22:52:04.433503,typescript,opus,beads,BDD,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9167,204.78332309899997,1022265.0,1.0674709999999998,27.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:54:08.183007,2026-04-13 22:54:08.183012,clojure,opus,none,BDD,1,0.8333333333333334,1.0,1.0,0.7679495483121799,0.78,0.5,0.9167,178.23385336900174,630222.0,0.80904525,17.0
experiment-2,brazil-soccer-mcp,failed,2026-04-13 22:54:55.830731,2026-04-13 22:54:55.830736,go,sonnet,beads,BDD,1,1.0,0.579,1.0,0.5079347718511342,0.72,0.011677824113857841,,506.8378137590007,3180387.0,1.7239623499999999,61.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:57:24.655464,2026-04-13 22:57:24.655468,go,opus,none,BDD,1,1.0,0.423,1.0,0.7007676653910577,0.72,0.01885664309889636,0.9167,273.5446939090034,1098817.0,1.3871597500000001,24.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 22:57:32.061574,2026-04-13 22:57:32.061579,typescript,sonnet,none,BDD,1,0.7333333333333334,0.9605,1.0,0.5531276497347498,0.68,1.0,1.0,274.4852746800025,797512.0,0.7091845499999998,24.0
experiment-2,brazil-soccer-mcp,completed,2026-04-13 23:02:36.391886,2026-04-13 23:02:36.391891,go,opus,beads,BDD,1,1.0,0.33324999999999994,1.0,0.5459672567532606,0.67,0.0442488228584798,0.9167,268.72250457000337,683860.0,1.2266922500000002,28.0
